,IATA,ICAO,Airline,Call sign,Country,Comments
3329,,IJE,Ivoire Jet Express,IVOIRE JET,Ivory Coast,
3330,,OIC,Iwamoto Crane Co Ltd,,Japan,
3331,,IXR,Ixair,X-BIRD,France,
3332,H9,IZM,Izair,IZMIR,Turkey,
3333,,IZA,Izhavia,IZHAVIA,Russia,
3334,HC,,Iceland Express,,Iceland,Ceased operations 2012
3335,,IMG,Imperial Cargo Airlines,IMPERIAL AIRLINES,Ghana,
3336,,JTF,Jet Time,JETFIN,Finland,2014[2]
3337,,JTN,Jet Test International,JET TEST,United States,
3338,,JGJ,Jinggong Jet,GLOBAL JINGGONG,China,2014[2]
3339,,JNY,Journey Aviation,UNIJET-ROCKBAND,United States,2014[2]
3340,,JKR,Justice Air Charter,JOKER,United States,"Trading name for Reliant Aviation, allocated in 2014[19]"
3341,,JWD,Jayawijaya Dirgantara,,Indonesia,
3342,,JSH,Jet-stream,STREAM AIR,Hungary,
3343,,JCB,J C Bamford (Excavators),JAYSEEBEE,United Kingdom,
3344,,RFX,J P Hunt Air Carriers,REFLEX,United States,J P Hunt Air Carriers
3345,XM,,J-Air,J AIR,Japan,
3346,JC,JEX,JAL Express,JANEX,Japan,
3347,JO,JAZ,JALways,JALWAYS,Japan,
3348,,JDA,JDAviation,JAY DEE,United Kingdom,
3349,,JDP,JDP Lux,RED PELICAN,Luxembourg,
3350,,JHM,JHM Cargo Expreso,,Costa Rica,
3351,,TQM,JM Family Aviation,TACOMA,United States,
3352,MT,JMC,JMC Airlines,JAYEMMSEE,United Kingdom,
3353,1M,,JSC Transport Automated Information Systems,,Russia,
3354,,JSJ,JS Air,JS CHARTER,Pakistan,
3355,,JES,JS Aviation,JAY-ESS AVIATION,Mexico,
3356,,JCK,Jackson Air Services,JACKSON,Canada,
3357,JI,JAE,Jade Cargo International,JADE CARGO,China,
3358,,JAW,Jamahiriya Airways,JAW,Libya,
3359,,JMB,Jambo Africa Airlines,JAMBOAFRICA,Democratic Republic of Congo,
3360,,WWW,Janet,JANET,United States,de facto name
3361,,FJX,Jet Sky Cargo and Air Charter,,Kenya,
3362,,JAK,Jana-Arka,YANZAR,Kazakhstan,
3363,,JAX,Janair,JANAIR,United States,
3364,3X,JAC,Japan Air Commuter,COMMUTER,Japan,
3365,,JSV,Japan Aircraft Service,,Japan,
3366,JL,JAL,Japan Airlines,JAPANAIR,Japan,Japan Airlines International
3367,JL,JAL,Japan Airlines Domestic,J-BIRD,Japan,defunct
3368,EG,JAA,Japan Asia Airways,ASIA,Japan,defunct
3369,NU,JTA,Japan Transocean Air,JAI OCEAN,Japan,
3370,JA,JAT,JetSMART,ROCKSMART,Chile,
3371,VJ,JTY,Jatayu Airlines,JATAYU,Indonesia,
3372,J9,JZR,Jazeera Airways,JAZEERA,Kuwait,
3373,7C,JJA,Jeju Air,JEJU AIR,Republic of Korea,
3374,,JNY,Jenney Beechcraft,JENAIR,United States,
3375,,XLD,Jeppesen Data Plan,,United States,
3376,,JPN,Jeppesen UK,JETPLAN,United Kingdom,
3377,O2,JEA,OLT Express,JETA,Poland,"defunct, funded by acquisition of Jet Air and YES Airways"
3378,,JSI,Jet Air Group,SISTEMA,Russia,JSC
3379,9W,JAI,Jet Airways,JET AIRWAYS,India,
3380,QJ,,Jet Airways,,United States,
3381,,JTX,Jet Aspen Air Lines,JET ASPEN,United States,
3382,PP,PJS,Jet Aviation,JETAVIATION,Switzerland,
3383,,BZF,Jet Aviation Business Jets,BIZFLEET,United States,
3384,,JCF,Jet Center Flight Training,JET CENTER,Spain,
3385,,JCT,Jet Charter,JET CHARTER,United States,
3386,,JCX,Jet Connection,JET CONNECT,Germany,defunct
3387,,DWW,Jet Courier Service,DON JUAN,United States,
3388,,JED,Jet East International,JET EAST,United States,
3389,,JEI,Jet Executive International Charter,JET EXECUTIVE,Germany,
3390,,RZA,Jet Fighter Flights,RAZOR,Australia,
3391,,CFT,Jet Freighters,CASPER FREIGHT,United States,
3392,,JGD,Jet G&D Aviation,JET GEE-AND-DEE,Israel,
3393,,MJL,Jet Line International,MOLDJET,Moldova,
3394,,JEK,Jet Link,JET OPS,Israel,
3395,,HTL,Jet Link Aviation,HEARTLAND,United States,
3396,,JNR,Jet Norte,JET NORTE,Mexico,
3397,,JRN,Jet Rent,JET RENT,Mexico,
3398,,JDI,Jet Story,JEDI,Poland,Formerly: Jet Service
3399,3K,JSA,Jetstar Asia Airways,JETSTAR ASIA,Singapore,
3400,,JSM,Jet Stream,JET STREAM,Moldova,
3401,,JTC,Jet Trans Aviation,JETRANS,Ghana,
3402,,JTT,Jet-2000,MOSCOW JET,Russia,
3403,,OPS,Jet-Ops,OPS-JET,United Arab Emirates,
3404,LS,EXS,Jet2.com,CHANNEX,United Kingdom,
3405,,JFU,Jet4You,ARGAN,Morocco,
3406,,OSW,JetAfrica Swaziland,BEVO,Swaziland,
3407,B6,JBU,JetBlue Airways,JETBLUE,United States,
3408,,JMG,JetMagic,JET MAGIC,Ireland,Defunct
3409,,JMK,Jetmagic,,Malta,"Defunct, Not Many Flights"
3410,JF,JAA,Jet Asia Airways,JET ASIA,Thailand,
3411,,JAF,Jetairfly,BEAUTY,Belgium,
3412,,JTL,Jetall Holdings,FIREFLY,Canada,
3413,,JAG,Jetalliance,JETALLIANCE,Austria,
3414,0J,JCS,Jetclub,JETCLUB,Switzerland,
3415,,QNZ,Jetconnect,QANTAS JETCONNECT,New Zealand,
3416,,UEJ,Jetcorp,JETCORP,United States,(United Executive Jet)
3417,,JCC,Jetcraft Aviation,JETCRAFT,Australia,
3418,,JXA,Jetex Aviation,,Lebanon,
3419,,JEF,Jetflite,JETFLITE,Finland,
3420,,JFL,Jetfly Airlines,LINEFLYER,Austria,
3421,,JIC,Jetgo International,JIC-JET,Thailand,
3422,,JLX,Jetlink Express,KEN JET,Kenya,
3423,,JLH,Jetlink Holland,,Netherlands,"Defunct, ICAO code in use by another company"
3424,,JNV,Jetnova de Aviación Ejecutiva,JETNOVA,Spain,
3425,,JPO,Jetpro,JETPRO,Mexico,
3426,,MDJ,Jetran Air,JETRAN AIR,Romania,
3427,,JRI,Jetrider International,JETRIDER,United Kingdom,
3428,,JEJ,Jets Ejecutivos,MEXJETS,Mexico,
3429,,JEP,Jets Personales,JET PERSONALES,Spain,
3430,,JSE,Jets Y Servicios Ejecutivos,SERVIJETS,Mexico,
3431,SG,JGO,JetsGo,JETSGO,Canada,defunct
3432,JQ,JST,Jetstar Airways,JETSTAR,Australia,
3433,GK,JJP,JetStar Japan,ORANGE LINER,Japan,
3434,JM,JKT,Jetstar Hong Kong Airways,KAITAK,China,
3435,,JXT,Jetstream Executive Travel,VANNIN,United Kingdom,
3436,,RSP,JetSuite,REDSTRIPE,United States,
3437,,JPQ,Jett Paqueteria,JETT PAQUETERIA,Mexico,
3438,JX,JEC,Jett8 Airlines Cargo,TAIPAN,Singapore,
3439,JO,JTG,Jettime,JETTIME,Denmark,
3440,,JTN,Jettrain Corporation,JETTRAIN,United States,
3441,,JWY,Jetways of Iowa,JETWAYS,United States,
3442,GX,JXX,JetX Airlines,JETBIRD,Iceland,
3443,,JIB,Jibair,JIBAIRLINE,Djibouti,
3444,,JSW,Jigsaw Project,JIGSAW,United Kingdom,Bristow Helicopters
3445,,HKN,Jim Hankins Air Service,HANKINS,United States,
3446,,RAS,Jim Ratliff Air Service,SHANHIL,United States,
3447,,JDG,Joanas Avialinijos,LADYBLUE,Lithuania,
3448,,JBR,Job Air,JOBAIR,Czech Republic,
3449,,JHN,Johnson Air,AIR JOHNSON,United States,
3450,,JON,Johnsons Air,JOHNSONSAIR,Ghana,
3451,,JMJ,Johnston Airways,JOHNSTON,United States,
3452,,JMM,Joint Military Commission,JOICOMAR,Sudan,
3453,,JMT,Jomartaxi Aereo,JOMARTAXI,Mexico,
3454,,ODI,"Jonsson, H Air Taxi",ODINN,Iceland,
3455,R5,JAV,Jordan Aviation,JORDAN AVIATION,Jordan,
3456,J4,JCI,Jordan International Air Cargo,,Jordan,
3457,,JVK,Jorvik,ISLANDIC,Iceland,
3458,,ENZ,Jota Aviation,ENZO,United Kingdom,
3459,,JNJ,Journey Jet,JOURNEY JET,Thailand,
3460,,JUR,Ju-Air,JUNKERS,Switzerland,
3461,,JFS,Juanda Flying School,JAEMCO,Indonesia,
3462,,JUC,Juba Cargo Services & Aviation Company,JUBA CARGO,Sudan,
3463,6J,JUB,Jubba Airways,JUBBA,Somalia,
3464,,DKE,Jubilee Airways,DUKE,United Kingdom,
3465,HO,DKH,Juneyao Airlines,JUNEYAO AIRLINES,China,
3466,,MEY,Justair Scandinavia,MELODY,Sweden,
3467,,DOJ,Justice Prisoner and Alien Transportation System,JUSTICE,United States,
3468,,JNL,JetNetherlands,JETNETHERLANDS,Netherlands,
3469,,JFA,Jetfly Aviation,MOSQUITO,Luxembourg,
3470,KW,KHK,Kharkiv Airlines,SUNRAY,Ukraine,
3471,,KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan,
3472,,KDC,K D Air Corporation,KAY DEE,Canada,
3473,,KSA,K S Avia,SKY CAMEL,Latvia,
3474,,KMI,K-Mile Air,KAY-MILE AIR,Thailand,
3475,KD,KLS,Kalstar Aviation,KALSTAR,Indonesia,
3476,KD,KNI,KD Avia,KALININGRAD AIR,Russia,
3477,WA,KLC,KLM Cityhopper,CITY,Netherlands,
3478,,KLH,KLM Helicopter,KLM HELI,Netherlands,
3479,KL,KLM,KLM,KLM,Netherlands,
3480,N2,QNK,Kabo Air,KABO,Nigeria,
3481,,KMC,Kahama Mining Corporation,KAHAMA,Tanzania,
3482,,KAI,Kaiser Air,KAISER,United States,
3483,K4,CKS,Kalitta Air,CONNIE,United States,Operates 747-200's & -400's
3484,K9,KFS,Kalitta Charters,KALITTA,United States,"Operates Lear 20's & 30's, Falcon 20's, & King Airs"
3485,CB*,KFS,Kalitta Charters II,KALITTA,United States,Operates B727-200's & DC9's
3486,,KES,Kallat El Saker Air Company,KALLAT EL SKER,Libya,
3487,RQ,KMF,Kam Air,KAMGAR,Afghanistan,
3488,E2,KMP,Kampuchea Airlines,KAMPUCHEA,Cambodia,IATA was KT
3489,,KIZ,Kanaf-Arkia Airlines,,Israel,
3490,,KHE,Kanfey Ha'emek Aviation,KANFEY HAEMEK,Israel,
3491,,KSU,Kansas State University,K-STATE,United States,
3492,V2,AKT,Karat,AVIAKARAT,Russia,
3493,,KRB,Karibu Airways Company,KARIBU AIR,Tanzania,
3494,,KLG,Karlog Air Charter,KARLOG,Denmark,defunct
3495,,KAJ,Karthago Airlines,KARTHAGO,Tunisia,
3496,,KAE,Kartika Airlines,KARTIKA,Indonesia,
3497,,KTV,Kata Transportation,KATAVIA,Sudan,
3498,,KTK,Katekavia,KATEKAVIA,Russia,
3499,,KAT,Kato Airline,KATO-AIR,Norway,
3500,KV,MVD,Kavminvodyavia,AIR MINVODY,Russia,
3501,,XKA,Kavouras Inc,,United States,
3502,,KRN,Kaz Agros Avia,ANTOL,Kazakhstan,
3503,,KAW,Kaz Air West,KAZWEST,Kazakhstan,
3504,,KAO,Kazan Aviation Production Association,KAZAVAIA,Russia,
3505,,KPH,Kazan Helicopters,KAMA,Russia,
3506,,KKA,Kazavia,KAKAIR,Kazakhstan,
3507,,KZS,Kazaviaspas,SPAKAZ,Kazakhstan,
3508,,JFK,Keenair Charter -,KEENAIR,United Kingdom,
3509,,KLX,Kelix Air,KELIX,Nigeria,
3510,,FKL,Kelner Airways,KELNER,Canada,
3511,,KFA,Kelowna Flightcraft Air Charter,FLIGHTCRAFT,Canada,
3512,,KDA,Kendell Airlines,KENDELL,Australia,defunct
3513,M5,KEN,Kenmore Air,KENMORE,United States,
3514,,KBA,Kenn Borek Air,BOREK AIR,Canada,
3515,,KAH,Kent Aviation,DEKAIR,Canada,
3516,KQ,KQA,Kenya Airways,KENYA,Kenya,
3517,,KVS,Kevis,KEVIS,Kazakhstan,
3518,,KEY,Key Airlines,KEY AIR,United States,
3519,,LYM,Key Lime Air,KEY LIME,United States,
3520,,FTP,Keystone Aerial Surveys,FOOTPRINT,United States,
3521,BZ,KEE,Keystone Air Service,KEYSTONE,Canada,
3522,K6,KZW,Khalifa Airways,KHALIFA AIR,Algeria,
3523,,WKH,Kharkov Aircraft Manufacturing Company,WEST-KHARKOV,Ukraine,
3524,,KHR,Khazar,KHAZAR,Turkmenistan,
3525,,KHP,Khoezestan Photros Air Lines,PHOTROS AIR,Iran,
3526,,KRV,Khoriv-Avia,KHORIV-AVIA,Ukraine,
3527,,KHO,Khors Aircompany,AIRCOMPANY KHORS,Ukraine,
3528,,KHY,Khyber Afghan Airlines,KHYBER,Afghanistan,
3529,,UAK,Kiev Aviation Plant,AVIATION PLANT,Ukraine,
3530,,KNG,King Aviation,KING,United Kingdom,
3531,,BEZ,Kingfisher Air Services,SEA BREEZE,United States,
3532,IT,KFR,Kingfisher Airlines,KINGFISHER,India,
3533,,KNX,Knighthawk Air Express,KNIGHT FLIGHT,Canada,
3534,,KAS,Kingston Air Services,KINGSTON AIR,Canada,
3535,,KIP,Kinnarps,KINNARPS,Sweden,
3536,,KNS,Kinshasa Airways,KINSHASA AIRWAYS,Democratic Republic of the Congo,
3537,,KTA,Kirov Air Enterprise,VYATKA-AVIA,Russia,
3538,Y9,IRK,Kish Air,KISHAIR,Iran,
3539,,KHA,Kitty Hawk Aircargo,AIR KITTYHAWK,United States,
3540,,KHC,Kitty Hawk Airways,CARGO HAWK,United States,
3541,KP,KIA,Kiwi International Air Lines,KIWI AIR,United States,
3542,,KRA,Kiwi Regional Airlines,REGIONAL,New Zealand,
3543,,KNA,Knight Air,KNIGHTAIR,Canada,
3544,,KHX,Knighthawk Express,RIZZ,United States,
3545,,KGT,Knights Airlines,KNIGHT-LINER,Nigeria,
3546,,KOA,Koanda Avacion,KOANDA,Spain,
3547,,OYE,Koda International,KODA AIR,Nigeria,
3548,7K,KGL,Kogalymavia Air Company,KOGALYM,Russia,
3549,,KOM,Kom Activity,COMJET,Netherlands,
3550,,KMA,Komiaviatrans State Air Enterprise,KOMI AVIA,Russia,
3551,8J,KMV,Komiinteravia,KOMIINTER,Russia,
3552,,KNM,Komsomolsk-on-Amur Air Enterprise,KNAAPO,Russia,
3553,,KOB,Koob-Corp - 96 KFT,AUTOFLEX,Hungary,
3554,KE,KAL,Korean Air,KOREANAIR,South Korea,
3555,,KMG,Kosmas Air,KOSMAS CARGO,Serbia,
3556,,KSM,Kosmos,KOSMOS,Russia,
3557,,KOS,Kosova Airlines,KOSOVA,Serbia,
3558,,WOK,Kovar Air,WOKAIR,Czech Republic,
3559,7B,KJC,Krasnojarsky Airlines,KRASNOJARSKY AIR,Russia,defunct
3560,,KFC,Kremenchuk Flight College,KREMENCHUK,Ukraine,
3561,,KRG,Krimaviamontag,AVIAMONTAG,Ukraine,
3562,,KRO,Kroonk Air Agency,KROONK,Ukraine,
3563,K9,KRI,Krylo Airlines,Krylo,Russia,
3564,,KYM,Krym,CRIMEA AIR,Ukraine,
3565,,OPC,Krystel Air Charter,OPTIC,United Kingdom,
3566,GW,KIL,Kuban Airlines,AIR KUBAN,Russia,
3567,VD,KPA,Kunpeng Airlines,KUNPENG,China,
3568,,KZA,Kurzemes Avio,,Russia,
3569,,KBV,Kustbevakningen,SWECOAST,Sweden,
3570,KU,KAC,Kuwait Airways,KUWAITI,Kuwait,
3571,GO,KZU,Kuzu Airlines Cargo,KUZU CARGO,Turkey,
3572,,QVR,Kvadro Aero,PEGASO,Kyrgyzstan,
3573,,KWN,Kwena Air,KWENA,South Africa,
3574,N5,KGZ,Kyrgyz Airlines,BERMET,Kyrgyzstan,
3575,,KTC,Kyrgyz Trans Avia,DINARA,Kyrgyzstan,
3576,QH,LYN,Kyrgyzstan,ALTYN AVIA,Kyrgyzstan,Name changed to Air Kyrgyzstan
3577,R8,KGA,Kyrgyzstan Airlines,KYRGYZ,Kyrgyzstan,
3578,,DAM,Kyrgyzstan Department of Aviation,FLIGHT RESCUE,Kyrgyzstan,under the Ministry of Emergency Situation
3579,,KGB,Kyrgz General Aviation,KEMIN,Kyrgyzstan,
3580,FK,KEW,Keewatin Air,BLIZZARD,Canada,
3581,,AOE,Livingstone Executive,LIVINGSTONE AIR,Italy,
3582,,LZF,Lease Fly,SKYLEASE,Portugal,
3583,,LBR,Lepl Project Limited (Air Costa),,India,
3584,,LHB,Liebherr Geschaeftreiseflugzeug,FAMILY,Germany,
3585,,LLD,Lloyd Aviation,,Venezuela,
3586,,LGA,Logistic Air,LOGAIR,Malaysia,
3587,,LGC,Legacy Air,LEGACY AIR,Thailand,
3588,,JKA,LeTourneau University,JACKET,United States,
3589,,LTY,Liberty Air,SKYDECK,Netherlands,
3590,,LWL,Lowlevel,CUB DRIVER,Portugal,
3591,,LAX,Laminar Air,,Spain,
3592,,LWA,Libyan Wings,LIBYAN WINGS,Libya,
3593,YQ,LCT,TAR Aerolineas,TAR,Mexico,
3594,,LYB,Lynden Air Cargo,HIGHLANDS,Papua New Guinea,
3595,,LAH,L A Helicopter,STAR SHIP,United States,
3596,,LJY,L J Aviation,ELJAY,United States,
3597,,LRB,L R Airlines,LADY RACINE,Czech Republic,
3598,,PHO,L&L Flygbildteknik,PHOTOFLIGHT,Sweden,
3599,,LEX,L'Express Airlines,LEX,United States,
3600,,FNT,L-3 Communications Flight International Aviation,FLIGHT INTERNATIONAL,United States,
3601,JF,LAB,L.A.B. Flying Service,LAB,United States,
3602,LR,LRC,LACSA,LACSA,Costa Rica,
3603,,LDE,LADE - Líneas Aéreas Del Estado,LADE,Argentina,
3604,KG,BNX,LAI - Línea Aérea IAACA,AIR BARINAS,Venezuela,
3605,LA,LAN,LATAM Chile,LAN CHILE,Chile,
3606,4M,DSM,LATAM Argentina,LAN AR,Argentina,
3607,UC,LCO,LATAM Cargo Chile,LAN CARGO,Chile,
3608,,ARE,LATAM Colombia,LAN COLOMBIA,Colombia,
3609,PZ,LAP,LATAM Paraguay,PARAGUAYA,Paraguay,
3610,,LNC,LAN Dominicana,LANCANA,Dominican Republic,
3611,LU,LXP,LATAM Express,LANEX,Chile,
3612,LP,LPE,LATAM Peru,LANPERU,Peru,
3613,NI,,LANICA,,Nicaragua,
3614,,LSA,LANSA,INTERNACIONAL,Dominican Republic,
3615,,APT,"LAP Colombia - Líneas Aéreas Petroleras, S.A.",LAP,Colombia,
3616,,OTN,LASTP,LASTP,São Tomé and Príncipe,
3617,,LCB,LC Busre,BUSRE,Peru,
3618,L5,,Línea Aérea Cuencana,,Ecuador,
3619,LO,LOT,LOT Polish Airlines,POLLOT,Poland,
3620,,JKA,LeTourneau University,JACKET,United States,
3621,XO,LTE,LTE International Airways,FUN JET,Spain,
3622,L3,LTO,LTU Austria,BILLA TRANSPORT,Austria,
3623,LT,LTU,LTU International,LTU,Germany,
3624,,JFC,LTV Jet Fleet Corporation,JET-FLEET,United States,
3625,,LUK,LUKoil-Avia,LUKOIL,Russia,
3626,,ASK,La Ronge Aviation Services,AIR SASK,Canada,
3627,,LVT,La Valenciana Taxi Aéreo,TAXIVALENCIANA,Mexico,
3628,,SKQ,Labcorp,SKYLAB,United States,
3629,,LAL,Labrador Airways,LAB AIR,Canada,
3630,N6,JEV,Lagun Air,,Spain,
3631,,HCA,Lake Havasu Air Service,HAVASU,United States,
3632,,LKL,Lakeland Aviation,LAKELAND,United States,
3633,,LKR,Laker Airways,LAKER,United States,
3634,,LBH,Laker Airways (Bahamas),LAKER BAHAMAS,United States,
3635,,LMR,Lamra,LAMAIR,Sudan,
3636,,TCR,Lanaes Aereas Trans Costa Rica,TICOS,Costa Rica,
3637,,ISL,Landsflug,ISLANDIA,Iceland,
3638,,PAP,Langtry Flying Group,PROFLIGHT,United Kingdom,
3639,IK,LKN,Lankair,Lankair,Sri Lanka,
3640,QL,RLN,Lankan Cargo,AERO LANKA,Sri Lanka,
3641,,LZA,Lanza Air,AEROLANZA,Spain,
3642,,LZT,Lanzarote Aerocargo,BARAKA,Spain,
3643,,LLL,Lao Skyway,LAVIE,Lao Peoples Democratic Republic,
3644,QV,LAO,Lao Airlines,LAO,Lao Peoples Democratic Republic,
3645,,LKA,Lao Capricorn Air,NAKLOA,Lao Peoples Democratic Republic,
3646,L7,LPN,Laoag International Airlines,LAOAG AIR,Philippines,
3647,,LRD,Laredo Air,LAREDO AIR,United States,
3648,,LTC,LatCharter,LATCHARTER,Latvia,defunct
3649,,LAF,Latvian Air Force,LATVIAN AIRFORCE,Latvia,
3650,NG,LDA,Lauda Air,LAUDA AIR,Austria,
3651,OE[20],LDM,LaudaMotion,LAUDA MOTION,Austria,
3652,,LDI,Lauda Air Italy,LAUDA ITALY,Italy,
3653,,LEP,Laughlin Express,LAUGHLIN EXPRESS,United States,
3654,,LSU,Laus,LAUS AIR,Croatia,
3655,,LAR,Lawrence Aviation,LAWRENCE,United States,
3656,,LAY,Layang-Layang Aerospace,LAYANG,Malaysia,
3657,,LPL,Lease-a-Plane International,LEASE-A-PLANE,United States,
3658,LQ,LAQ,Lebanese Air Transport,LAT,Lebanon,
3659,,LAT,Lebanese Air Transport (charter),LEBANESE AIR,Lebanon,
3660,,LAD,Lebanon Airport Development Corporation,LADCO-AIR,United States,
3661,,LEB,Lebap,LEBAP,Turkmenistan,
3662,,LCA,Leconte Airlines,LECONTE,United States,
3663,LI,LIA,Leeward Islands Air Transport,LIAT,Antigua and Barbuda,
3664,,LGD,Legend Airlines,LEGENDARY,United States,
3665,,LWD,Leisure Air,LEISURE WORLD,United States,
3666,,LEN,Lentini Aviation,LENTINI,United States,
3667,,LOR,Leo-Air,LEO CHARTER,South Africa,
3668,,LEL,Leonsa De Aviación,LEONAVIA,Spain,
3669,,LYW,Libyan Airlines,LIBYAN AIRWAYS,Libya,
3670,LN,LAA,Libyan Arab Airlines,LIBAIR,Libya,
3671,,LCR,Libyan Arab Air Cargo,LIBAC,Libya,
3672,,LIQ,Lid Air,,Sweden,
3673,,LCG,Lignes Aeriennes Congolaises,CONGOLAISE,Democratic Republic of the Congo,
3674,,LKD,Lignes Aeriennes Du Tchad,LATCHAD,Chad,
3675,,LME,Lignes Mauritaniennes Air Express,LIMAIR EXPRESS,Mauritania,
3676,,GCB,Lignes Nationales Aeriennes - Linacongo,LINACONGO,Republic of the Congo,
3677,,GDQ,Lincoln Air National Guard,,United States,
3678,,LRT,Lincoln Airlines,,Australia,
3679,,LSY,Lindsay Aviation,LINDSAY AIR,United States,
3680,,NOT,Línea Aérea Costa Norte,COSTA NORTE,Chile,
3681,,LMC,Línea Aérea Mexicana de Carga,LINEAS DECARGA,Mexico,
3682,L7,LNP,Línea Aérea SAPSA,SAPSA,Chile,
3683,,NEG,Línea Aérea de Fumig Aguas Negras,AGUAS NEGRAS,Chile,
3684,QL,LER,Línea Aérea de Servicio Ejecutivo Regional,LASER,Venezuela,
3685,,LSE,Línea De Aeroservicios,,Chile,
3686,,TUY,Línea Turística Aereotuy,AEREOTUY,Venezuela,
3687,,ALR,Líneas Aéreas Alaire S.L.,AEROLAIRE,Spain,
3688,ZE,LCD,Líneas Aéreas Azteca,LINEAS AZTECA,Mexico,defunct
3689,,LCN,Líneas Aéreas Canedo LAC,CANEDO,Bolivia,
3690,,LCM,Líneas Aéreas Comerciales,LINEAS COMERCIALES,Mexico,
3691,,EDD,Líneas Aéreas Ejectuivas De Durango,LINEAS DURANGO,Mexico,
3692,,EDR,Líneas Aéreas Eldorado,ELDORADRO,Colombia,
3693,,FED,Líneas Aéreas Federales,FEDERALES,Argentina,
3694,,LMN,Líneas Aéreas Monarca,LINEAS MONARCA,Mexico,
3695,,LIJ,Líneas Aéreas San Jose,LINEAS JOSE,Mexico,
3696,,UMA,Líneas Aéreas del Humaya,HUMAYA,Mexico,
3697,,LEC,Linex,LECA,Central African Republic,
3698,,SMS,Linhas Aéreas Santomenses,SANTOMENSES,São Tomé and Príncipe,
3699,TM,LAM,Linhas Aéreas de Moçambique,MOZAMBIQUE,Mozambique,
3700,,LAW,Link Airways of Australia,,Australia,
3701,,WGT,Lion Air Services,WORLDGATE,United Kingdom,
3702,JT,LNI,Lion Mentari Airlines,LION INTER,Indonesia,
3703,,LEU,Lions-Air,LIONSAIR,Switzerland,
3704,,LYF,Lithuanian Air Force,LITHUANIAN AIRFORCE,Lithuania,Safety Department
3705,,LRA,Little Red Air Service,LITTLE RED,Canada,
3706,LM,LVG,Livingston,LIVINGSTON,Italy,
3707,LB,LLB,Lloyd Aéreo Boliviano,LLOYDAEREO,Bolivia,i
3708,,LNA,Lnair Air Services,ELNAIR,Spain,
3709,,XLG,Lockheed Air Terminal,,United States,
3710,,LAC,Lockeed Aircraft Corporation,LOCKHEED,United States,
3711,,XDD,Lockheed DUATS,,United States,
3712,,CBD,Lockheed Martin Aeronautics,CATBIRD,United States,
3713,,LNG,Lockheed Martin Aeronautics Company,LIGHTNING,United States,
3714,LC,LOG,Loganair,LOGAN,United Kingdom,
3715,,CLV,Lom Praha Flying School,AEROTRAINING,Czech Republic,
3716,,LMS,Lomas Helicopters,LOMAS,United Kingdom,
3717,,LCY,London City Airport Jet Centre,LONDON CITY,United Kingdom,
3718,,LNX,London Executive Aviation,LONEX,United Kingdom,
3719,,LOV,London Flight Centre (Stansted),LOVEAIR,United Kingdom,
3720,,LHC,London Helicopter Centres,MUSTANG,United Kingdom,
3721,,LSS,Lone Star Airlines,LONE STAR,United States,
3722,,ORA,Long Island Airlines,LONG ISLAND,United States,
3723,,LGT,Longtail Aviation,LONGTAIL,Bermuda,
3724,,LRR,Lorraine Aviation,LORRAINE,France,
3725,,LSC,Los Cedros Aviación,CEDROS,Chile,
3726,,TAS,Lotus Air,LOTUS FLOWER,Egypt,
3727,,LTW,Luchtvaartmaatschappij Twente,TWENTAIR,Netherlands,
3728,,LKE,Lucky Air,LUCKY AIR,China,
3729,,LUT,Luft Carago,LUGO,South Africa,
3730,,LVD,Luftfahrt-Vermietungs-Dienst,AIR SANTE,Austria,
3731,HE,LGW,Luftfahrtgesellschaft Walter,WALTER,Germany,
3732,LH,DLH,Lufthansa,LUFTHANSA,Germany,
3733,LH,GEC,Lufthansa Cargo,LUFTHANSA CARGO,Germany,
3734,CL,CLH,Lufthansa CityLine,HANSALINE,Germany,
3735,L1,,Lufthansa Systems,,Germany,
3736,,LHT,Lufthansa Technik,LUFTHANSA TECHNIK,Germany,
3737,DV,LTF,Lufttaxi Fluggesellschaft,Garfield,Germany,
3738,L5,LTR,Lufttransport,LUFT TRANSPORT,Norway,
3739,,LHS,Luhansk,ENTERPRISE LUHANSK,Ukraine,
3740,,UNY,Lund University School of Aviation,UNIVERSITY,Sweden,
3741,LG,LGL,Luxair,LUXAIR,Luxembourg,
3742,,LXA,Luxaviation,RED LION,Luxembourg,
3743,,LUV,Luxembourg Air Rescue,LUX RESCUE,Luxembourg,
3744,,LFE,Luxflight Executive,LUX EXPRESS,Luxembourg,
3745,,LXO,Luxor Air,,Egypt,
3746,,LUZ,Luzair,LISBON JET,Portugal,
3747,5V,UKW,Lviv Airlines,UKRAINE WEST,Ukraine,
3748,,LYD,Lydd Air,LYDDAIR,United Kingdom,
3749,,LCH,Lynch Flying Service,LYNCH AIR,United States,
3750,L2,LYC,Lynden Air Cargo,LYNDEN,United States,
3751,,LXF,Lynx Air International,LYNX FLIGHT,United States,
3752,,LYX,Lynx Aviation,LYNX AIR,Pakistan,
3753,L4,SSX,Lynx Aviation,SHASTA,United States,Part of Frontier Airlines
3754,Z8,AZN,Línea Aérea Amaszonas,,Bolivia,
3755,MJ,LPR,Líneas Aéreas Privadas Argentinas,LAPA,Argentina,defunct
3756,,LAU,Líneas Aéreas Suramericanas,SURAMERICANO,Colombia,
